,index,in_id,query,answers_text,answers_count,answers_cluster,answers_sentiment,langdetect,langid
776,907,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,инициативный,2.0,инициативный,positives,ru,ru
777,908,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,иноватор,1.0,инноватор,neutrals,ru,ru
778,909,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,исполнител,1.0,исполнительность,positives,ru,ru
779,910,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,коммуникабельность,1.0,коммуникабельность,positives,ru,ru
780,911,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,компетентность,1.0,компетентность,positives,ru,ru
781,912,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,компетентный,1.0,компетентность,positives,ru,ru
782,913,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,креативность,1.0,креативность,positives,ru,ru
783,914,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,творческая,1.0,креативность,positives,ru,ru
784,915,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,любопытство,1.0,любопытство,neutrals,ru,ru
785,916,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,настойчивость,1.0,настойчивость,positives,ru,ru
786,917,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,небритый но добрый,1.0,небритый но добрый,positives,ru,ru
787,918,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,новый взгляд на организацию ра,1.0,новый взгляд на организацию работы,neutrals,ru,ru
788,919,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,ответственность,1.0,ответственность,positives,ru,ru
789,920,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,человек дела,1.0,человек дела,positives,ru,ru
790,921,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,продуктивный,1.0,результативность,positives,ru,ru
791,922,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,результативная,1.0,результативность,positives,ru,ru
792,923,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,результативност,1.0,результативность,positives,ru,ru
